location,region,scenario,year,anomaly_c,temp_c
Longyearbyen,Arctic,ssp245,2052,3.415,-6.991
Manaus,South America,ssp245,2052,2.301,29.727
San Diego,North America,ssp245,2053,1.186,19.114
New York,North America,ssp245,2053,2.674,14.711
London,Europe,ssp245,2053,0.501,12.987
Lagos,Africa,ssp245,2053,1.907,29.376
Delhi,South Asia,ssp245,2053,2.84,31.242
Tokyo,East Asia,ssp245,2053,1.575,19.136
Sydney,Oceania,ssp245,2053,1.702,18.926
Longyearbyen,Arctic,ssp245,2053,4.225,-6.18
Manaus,South America,ssp245,2053,1.702,29.128
San Diego,North America,ssp245,2054,1.401,19.329
New York,North America,ssp245,2054,1.917,13.954
London,Europe,ssp245,2054,0.244,12.73
Lagos,Africa,ssp245,2054,1.881,29.35
Delhi,South Asia,ssp245,2054,1.758,30.16
Tokyo,East Asia,ssp245,2054,1.757,19.317
Sydney,Oceania,ssp245,2054,1.496,18.72
Longyearbyen,Arctic,ssp245,2054,3.958,-6.447
Manaus,South America,ssp245,2054,2.049,29.475
San Diego,North America,ssp245,2055,1.026,18.955
New York,North America,ssp245,2055,2.85,14.887
London,Europe,ssp245,2055,0.395,12.882
Lagos,Africa,ssp245,2055,1.324,28.793
Delhi,South Asia,ssp245,2055,1.18,29.583
Tokyo,East Asia,ssp245,2055,2.195,19.755
Sydney,Oceania,ssp245,2055,1.118,18.342
Longyearbyen,Arctic,ssp245,2055,2.831,-7.575
Manaus,South America,ssp245,2055,1.108,28.534
San Diego,North America,ssp245,2056,0.566,18.494
New York,North America,ssp245,2056,2.491,14.529
London,Europe,ssp245,2056,0.35,12.836
Lagos,Africa,ssp245,2056,1.557,29.027
Delhi,South Asia,ssp245,2056,1.414,29.817
Tokyo,East Asia,ssp245,2056,1.633,19.194
Sydney,Oceania,ssp245,2056,1.58,18.804
Longyearbyen,Arctic,ssp245,2056,2.077,-8.328
Manaus,South America,ssp245,2056,1.319,28.745
San Diego,North America,ssp245,2057,0.467,18.396
New York,North America,ssp245,2057,4.043,16.081
London,Europe,ssp245,2057,0.763,13.249
Lagos,Africa,ssp245,2057,1.922,29.391
Delhi,South Asia,ssp245,2057,1.671,30.073
Tokyo,East Asia,ssp245,2057,1.899,19.46
Sydney,Oceania,ssp245,2057,1.586,18.81
Longyearbyen,Arctic,ssp245,2057,1.78,-8.625
Manaus,South America,ssp245,2057,1.883,29.309
San Diego,North America,ssp245,2058,0.944,18.872
New York,North America,ssp245,2058,2.132,14.17
London,Europe,ssp245,2058,0.613,13.099
Lagos,Africa,ssp245,2058,1.468,28.938
Delhi,South Asia,ssp245,2058,1.499,29.901
Tokyo,East Asia,ssp245,2058,2.93,20.49
Sydney,Oceania,ssp245,2058,1.872,19.096
Longyearbyen,Arctic,ssp245,2058,3.057,-7.349
Manaus,South America,ssp245,2058,1.757,29.183
San Diego,North America,ssp245,2059,0.835,18.763
New York,North America,ssp245,2059,2.707,14.745
London,Europe,ssp245,2059,0.889,13.376
Lagos,Africa,ssp245,2059,2.147,29.616
Delhi,South Asia,ssp245,2059,2.098,30.501
Tokyo,East Asia,ssp245,2059,2.516,20.076
Sydney,Oceania,ssp245,2059,2.003,19.227
Longyearbyen,Arctic,ssp245,2059,3.444,-6.961
Manaus,South America,ssp245,2059,2.595,30.021
San Diego,North America,ssp245,2060,0.772,18.7
New York,North America,ssp245,2060,3.263,15.301
London,Europe,ssp245,2060,1.393,13.88
Lagos,Africa,ssp245,2060,1.393,28.862
Delhi,South Asia,ssp245,2060,1.184,29.586
Tokyo,East Asia,ssp245,2060,2.711,20.271
Sydney,Oceania,ssp245,2060,1.792,19.016
Longyearbyen,Arctic,ssp245,2060,1.153,-9.252
Manaus,South America,ssp245,2060,1.231,28.657
San Diego,North America,ssp245,2061,1.527,19.455
New York,North America,ssp245,2061,2.707,14.745
London,Europe,ssp245,2061,0.734,13.221
Lagos,Africa,ssp245,2061,1.76,29.229
Delhi,South Asia,ssp245,2061,1.65,30.053
Tokyo,East Asia,ssp245,2061,1.522,19.082
Sydney,Oceania,ssp245,2061,1.834,19.058
Longyearbyen,Arctic,ssp245,2061,1.605,-8.8
Manaus,South America,ssp245,2061,1.88,29.306
San Diego,North America,ssp245,2062,0.997,18.925
New York,North America,ssp245,2062,3.498,15.535
London,Europe,ssp245,2062,0.435,12.921
Lagos,Africa,ssp245,2062,2.14,29.609
Delhi,South Asia,ssp245,2062,2.877,31.28
Tokyo,East Asia,ssp245,2062,2.467,20.027
Sydney,Oceania,ssp245,2062,2.381,19.605
Longyearbyen,Arctic,ssp245,2062,3.887,-6.518
Manaus,South America,ssp245,2062,2.726,30.152
San Diego,North America,ssp245,2063,1.143,19.071
New York,North America,ssp245,2063,3.714,15.752
London,Europe,ssp245,2063,1.018,13.505
Lagos,Africa,ssp245,2063,1.924,29.393
Delhi,South Asia,ssp245,2063,2.159,30.561
Tokyo,East Asia,ssp245,2063,2.44,20.0
Sydney,Oceania,ssp245,2063,2.088,19.311
Longyearbyen,Arctic,ssp245,2063,2.672,-7.733
Manaus,South America,ssp245,2063,2.058,29.483
San Diego,North America,ssp245,2064,1.233,19.162
New York,North America,ssp245,2064,3.547,15.584
London,Europe,ssp245,2064,1.626,14.113
Lagos,Africa,ssp245,2064,2.289,29.759
Delhi,South Asia,ssp245,2064,2.206,30.608
Tokyo,East Asia,ssp245,2064,2.719,20.279
Sydney,Oceania,ssp245,2064,2.244,19.468
Longyearbyen,Arctic,ssp245,2064,1.604,-8.801
Manaus,South America,ssp245,2064,2.443,29.869
San Diego,North America,ssp245,2065,1.275,19.203
New York,North America,ssp245,2065,3.12,15.158
London,Europe,ssp245,2065,0.264,12.751
Lagos,Africa,ssp245,2065,2.173,29.642
Delhi,South Asia,ssp245,2065,2.571,30.974
Tokyo,East Asia,ssp245,2065,2.136,19.696
Sydney,Oceania,ssp245,2065,2.541,19.765
Longyearbyen,Arctic,ssp245,2065,3.718,-6.687
Manaus,South America,ssp245,2065,2.15,29.576
San Diego,North America,ssp245,2066,1.282,19.21
New York,North America,ssp245,2066,2.975,15.012
London,Europe,ssp245,2066,0.363,12.849
Lagos,Africa,ssp245,2066,2.047,29.516
Delhi,South Asia,ssp245,2066,1.972,30.375
Tokyo,East Asia,ssp245,2066,1.969,19.529
Sydney,Oceania,ssp245,2066,2.576,19.799
Longyearbyen,Arctic,ssp245,2066,2.912,-7.493
Manaus,South America,ssp245,2066,2.061,29.487
San Diego,North America,ssp245,2067,0.985,18.914
New York,North America,ssp245,2067,2.69,14.728
London,Europe,ssp245,2067,0.584,13.071
Lagos,Africa,ssp245,2067,2.356,29.825
Delhi,South Asia,ssp245,2067,2.341,30.744
Tokyo,East Asia,ssp245,2067,1.702,19.262
Sydney,Oceania,ssp245,2067,2.638,19.861
Longyearbyen,Arctic,ssp245,2067,2.426,-7.979
Manaus,South America,ssp245,2067,3.097,30.523
San Diego,North America,ssp245,2068,1.351,19.279
New York,North America,ssp245,2068,3.504,15.542
London,Europe,ssp245,2068,0.299,12.786
Lagos,Africa,ssp245,2068,2.274,29.744
Delhi,South Asia,ssp245,2068,2.909,31.312
Tokyo,East Asia,ssp245,2068,1.77,19.33
Sydney,Oceania,ssp245,2068,2.075,19.299
Longyearbyen,Arctic,ssp245,2068,5.26,-5.146
Manaus,South America,ssp245,2068,2.696,30.122
San Diego,North America,ssp245,2069,1.981,19.909
New York,North America,ssp245,2069,3.169,15.206
London,Europe,ssp245,2069,-0.484,12.003
Lagos,Africa,ssp245,2069,2.144,29.613
Delhi,South Asia,ssp245,2069,1.811,30.213
Tokyo,East Asia,ssp245,2069,2.288,19.849
Sydney,Oceania,ssp245,2069,2.277,19.5
Longyearbyen,Arctic,ssp245,2069,5.143,-5.262
Manaus,South America,ssp245,2069,1.944,29.37
San Diego,North America,ssp245,2070,1.624,19.553
New York,North America,ssp245,2070,3.453,15.49
London,Europe,ssp245,2070,0.192,12.679
Lagos,Africa,ssp245,2070,2.249,29.718
Delhi,South Asia,ssp245,2070,2.716,31.118
Tokyo,East Asia,ssp245,2070,3.041,20.601
Sydney,Oceania,ssp245,2070,2.694,19.918
Longyearbyen,Arctic,ssp245,2070,0.759,-9.646
Manaus,South America,ssp245,2070,2.447,29.873
San Diego,North America,ssp245,2071,1.639,19.567
New York,North America,ssp245,2071,2.878,14.916
London,Europe,ssp245,2071,1.087,13.573
Lagos,Africa,ssp245,2071,2.501,29.97
Delhi,South Asia,ssp245,2071,3.233,31.636
Tokyo,East Asia,ssp245,2071,2.052,19.612
Sydney,Oceania,ssp245,2071,2.524,19.747
Longyearbyen,Arctic,ssp245,2071,2.852,-7.553
Manaus,South America,ssp245,2071,2.874,30.3
San Diego,North America,ssp245,2072,0.913,18.841
New York,North America,ssp245,2072,3.102,15.139
London,Europe,ssp245,2072,0.103,12.59
Lagos,Africa,ssp245,2072,2.521,29.991
Delhi,South Asia,ssp245,2072,3.139,31.541
Tokyo,East Asia,ssp245,2072,2.625,20.185
Sydney,Oceania,ssp245,2072,2.734,19.958
Longyearbyen,Arctic,ssp245,2072,3.94,-6.465
Manaus,South America,ssp245,2072,2.817,30.243
San Diego,North America,ssp245,2073,2.353,20.281
New York,North America,ssp245,2073,3.438,15.476
London,Europe,ssp245,2073,1.305,13.792
Lagos,Africa,ssp245,2073,2.108,29.578
Delhi,South Asia,ssp245,2073,2.215,30.618
Tokyo,East Asia,ssp245,2073,1.869,19.429
Sydney,Oceania,ssp245,2073,1.913,19.137
Longyearbyen,Arctic,ssp245,2073,2.305,-8.101
Manaus,South America,ssp245,2073,2.55,29.976
San Diego,North America,ssp245,2074,1.515,19.443
New York,North America,ssp245,2074,4.209,16.246
London,Europe,ssp245,2074,1.378,13.864
Lagos,Africa,ssp245,2074,2.769,30.238
Delhi,South Asia,ssp245,2074,3.063,31.465
Tokyo,East Asia,ssp245,2074,2.371,19.931
Sydney,Oceania,ssp245,2074,2.93,20.154
Longyearbyen,Arctic,ssp245,2074,6.321,-4.084
Manaus,South America,ssp245,2074,3.095,30.521
San Diego,North America,ssp245,2075,2.179,20.108
New York,North America,ssp245,2075,3.15,15.188
London,Europe,ssp245,2075,0.659,13.145
Lagos,Africa,ssp245,2075,1.859,29.328
Delhi,South Asia,ssp245,2075,3.133,31.535
Tokyo,East Asia,ssp245,2075,2.328,19.889
Sydney,Oceania,ssp245,2075,1.882,19.105
Longyearbyen,Arctic,ssp245,2075,2.718,-7.687
Manaus,South America,ssp245,2075,1.784,29.21
San Diego,North America,ssp245,2076,1.668,19.596
New York,North America,ssp245,2076,3.005,15.042
London,Europe,ssp245,2076,-0.252,12.235
Lagos,Africa,ssp245,2076,2.926,30.395
Delhi,South Asia,ssp245,2076,4.08,32.483
Tokyo,East Asia,ssp245,2076,2.275,19.835
Sydney,Oceania,ssp245,2076,2.995,20.219
Longyearbyen,Arctic,ssp245,2076,3.653,-6.752
Manaus,South America,ssp245,2076,3.213,30.639
San Diego,North America,ssp245,2077,2.046,19.974
New York,North America,ssp245,2077,4.516,16.554
London,Europe,ssp245,2077,0.87,13.357
Lagos,Africa,ssp245,2077,2.682,30.151
Delhi,South Asia,ssp245,2077,3.03,31.432
Tokyo,East Asia,ssp245,2077,2.118,19.678
Sydney,Oceania,ssp245,2077,3.057,20.28
Longyearbyen,Arctic,ssp245,2077,2.507,-7.898
Manaus,South America,ssp245,2077,2.931,30.357
San Diego,North America,ssp245,2078,1.532,19.46
New York,North America,ssp245,2078,4.422,16.46
London,Europe,ssp245,2078,1.462,13.948
Lagos,Africa,ssp245,2078,2.126,29.595
Delhi,South Asia,ssp245,2078,1.507,29.91
Tokyo,East Asia,ssp245,2078,2.868,20.429
Sydney,Oceania,ssp245,2078,1.794,19.018
Longyearbyen,Arctic,ssp245,2078,4.839,-5.566
Manaus,South America,ssp245,2078,2.113,29.539
San Diego,North America,ssp245,2079,2.688,20.616
New York,North America,ssp245,2079,3.473,15.51
London,Europe,ssp245,2079,0.476,12.962
Lagos,Africa,ssp245,2079,2.446,29.915
Delhi,South Asia,ssp245,2079,2.758,31.16
Tokyo,East Asia,ssp245,2079,2.876,20.436
Sydney,Oceania,ssp245,2079,2.973,20.197
Longyearbyen,Arctic,ssp245,2079,2.845,-7.561
Manaus,South America,ssp245,2079,3.071,30.497
San Diego,North America,ssp245,2080,1.363,19.291
New York,North America,ssp245,2080,4.501,16.539
London,Europe,ssp245,2080,0.848,13.335
Lagos,Africa,ssp245,2080,2.689,30.158
Delhi,South Asia,ssp245,2080,2.934,31.337
Tokyo,East Asia,ssp245,2080,3.477,21.038
Sydney,Oceania,ssp245,2080,3.161,20.384
Longyearbyen,Arctic,ssp245,2080,2.547,-7.858
Manaus,South America,ssp245,2080,3.205,30.631
San Diego,North America,ssp245,2081,1.222,19.15
New York,North America,ssp245,2081,4.465,16.502
London,Europe,ssp245,2081,0.915,13.402
Lagos,Africa,ssp245,2081,2.341,29.81
Delhi,South Asia,ssp245,2081,2.727,31.13
Tokyo,East Asia,ssp245,2081,2.786,20.346
Sydney,Oceania,ssp245,2081,2.553,19.777
Longyearbyen,Arctic,ssp245,2081,2.251,-8.154
Manaus,South America,ssp245,2081,1.946,29.372
San Diego,North America,ssp245,2082,1.28,19.208
New York,North America,ssp245,2082,3.943,15.981
London,Europe,ssp245,2082,0.067,12.553
Lagos,Africa,ssp245,2082,2.905,30.374
Delhi,South Asia,ssp245,2082,3.569,31.972
Tokyo,East Asia,ssp245,2082,2.586,20.146
Sydney,Oceania,ssp245,2082,3.357,20.581
Longyearbyen,Arctic,ssp245,2082,3.948,-6.457
Manaus,South America,ssp245,2082,3.164,30.59
San Diego,North America,ssp245,2083,2.022,19.951
New York,North America,ssp245,2083,4.031,16.068
London,Europe,ssp245,2083,0.052,12.539
Lagos,Africa,ssp245,2083,2.56,30.029
Delhi,South Asia,ssp245,2083,2.373,30.776
Tokyo,East Asia,ssp245,2083,2.168,19.728
Sydney,Oceania,ssp245,2083,2.587,19.81
Longyearbyen,Arctic,ssp245,2083,4.518,-5.887
Manaus,South America,ssp245,2083,2.309,29.735
San Diego,North America,ssp245,2084,1.899,19.828
New York,North America,ssp245,2084,3.311,15.349
London,Europe,ssp245,2084,0.392,12.879
Lagos,Africa,ssp245,2084,2.401,29.87
Delhi,South Asia,ssp245,2084,3.107,31.51
Tokyo,East Asia,ssp245,2084,1.396,18.956
Sydney,Oceania,ssp245,2084,2.208,19.432
Longyearbyen,Arctic,ssp245,2084,3.796,-6.609
Manaus,South America,ssp245,2084,2.365,29.791
San Diego,North America,ssp245,2085,1.53,19.459
New York,North America,ssp245,2085,3.592,15.63
London,Europe,ssp245,2085,1.325,13.812
Lagos,Africa,ssp245,2085,2.612,30.081
Delhi,South Asia,ssp245,2085,2.824,31.226
Tokyo,East Asia,ssp245,2085,2.204,19.764
Sydney,Oceania,ssp245,2085,3.196,20.42
Longyearbyen,Arctic,ssp245,2085,5.567,-4.838
Manaus,South America,ssp245,2085,3.256,30.682
San Diego,North America,ssp245,2086,2.472,20.401
New York,North America,ssp245,2086,4.105,16.142
London,Europe,ssp245,2086,1.144,13.63
Lagos,Africa,ssp245,2086,2.791,30.26
Delhi,South Asia,ssp245,2086,3.019,31.421
Tokyo,East Asia,ssp245,2086,1.677,19.237
Sydney,Oceania,ssp245,2086,2.848,20.071
Longyearbyen,Arctic,ssp245,2086,4.15,-6.255
Manaus,South America,ssp245,2086,2.733,30.159
San Diego,North America,ssp245,2087,1.812,19.74
New York,North America,ssp245,2087,3.716,15.753
London,Europe,ssp245,2087,1.106,13.593
Lagos,Africa,ssp245,2087,3.002,30.472
Delhi,South Asia,ssp245,2087,2.934,31.336
Tokyo,East Asia,ssp245,2087,2.82,20.381
Sydney,Oceania,ssp245,2087,3.417,20.641
Longyearbyen,Arctic,ssp245,2087,3.588,-6.817
Manaus,South America,ssp245,2087,3.604,31.03
San Diego,North America,ssp245,2088,1.993,19.921
New York,North America,ssp245,2088,3.356,15.394
London,Europe,ssp245,2088,0.417,12.903
Lagos,Africa,ssp245,2088,2.855,30.324
Delhi,South Asia,ssp245,2088,3.454,31.856
Tokyo,East Asia,ssp245,2088,2.296,19.856
Sydney,Oceania,ssp245,2088,3.218,20.441
Longyearbyen,Arctic,ssp245,2088,4.888,-5.518
Manaus,South America,ssp245,2088,2.69,30.116
San Diego,North America,ssp245,2089,1.326,19.254
New York,North America,ssp245,2089,3.016,15.053
London,Europe,ssp245,2089,0.885,13.372
Lagos,Africa,ssp245,2089,2.708,30.177
Delhi,South Asia,ssp245,2089,2.808,31.21
Tokyo,East Asia,ssp245,2089,2.086,19.646
Sydney,Oceania,ssp245,2089,3.183,20.407
Longyearbyen,Arctic,ssp245,2089,4.719,-5.686
Manaus,South America,ssp245,2089,3.484,30.91
San Diego,North America,ssp245,2090,2.4,20.328
New York,North America,ssp245,2090,3.756,15.793
London,Europe,ssp245,2090,0.752,13.238
Lagos,Africa,ssp245,2090,2.874,30.343
Delhi,South Asia,ssp245,2090,2.443,30.845
Tokyo,East Asia,ssp245,2090,2.547,20.107
Sydney,Oceania,ssp245,2090,2.917,20.14
Longyearbyen,Arctic,ssp245,2090,7.38,-3.025
Manaus,South America,ssp245,2090,3.295,30.721
San Diego,North America,ssp245,2091,1.938,19.866
New York,North America,ssp245,2091,4.583,16.621
London,Europe,ssp245,2091,2.025,14.512
Lagos,Africa,ssp245,2091,3.122,30.592
Delhi,South Asia,ssp245,2091,3.237,31.64
Tokyo,East Asia,ssp245,2091,2.124,19.684
Sydney,Oceania,ssp245,2091,3.424,20.648
Longyearbyen,Arctic,ssp245,2091,5.992,-4.413
Manaus,South America,ssp245,2091,3.359,30.785
San Diego,North America,ssp245,2092,1.531,19.459
New York,North America,ssp245,2092,3.628,15.665
London,Europe,ssp245,2092,0.908,13.395
Lagos,Africa,ssp245,2092,2.703,30.172
Delhi,South Asia,ssp245,2092,4.236,32.638
Tokyo,East Asia,ssp245,2092,1.975,19.536
Sydney,Oceania,ssp245,2092,3.247,20.471
Longyearbyen,Arctic,ssp245,2092,4.64,-5.765
Manaus,South America,ssp245,2092,2.725,30.151
San Diego,North America,ssp245,2093,1.9,19.828
New York,North America,ssp245,2093,4.236,16.273
London,Europe,ssp245,2093,0.186,12.673
Lagos,Africa,ssp245,2093,3.139,30.608
Delhi,South Asia,ssp245,2093,3.001,31.404
Tokyo,East Asia,ssp245,2093,1.91,19.471
Sydney,Oceania,ssp245,2093,3.751,20.975
Longyearbyen,Arctic,ssp245,2093,5.884,-4.521
Manaus,South America,ssp245,2093,3.3,30.726
San Diego,North America,ssp245,2094,1.87,19.798
New York,North America,ssp245,2094,4.635,16.673
London,Europe,ssp245,2094,0.185,12.672
Lagos,Africa,ssp245,2094,2.63,30.1
Delhi,South Asia,ssp245,2094,3.581,31.983
Tokyo,East Asia,ssp245,2094,2.224,19.785
Sydney,Oceania,ssp245,2094,2.995,20.219
Longyearbyen,Arctic,ssp245,2094,4.422,-5.983
Manaus,South America,ssp245,2094,2.705,30.131
San Diego,North America,ssp245,2095,1.772,19.7
New York,North America,ssp245,2095,4.847,16.884
London,Europe,ssp245,2095,0.526,13.013
Lagos,Africa,ssp245,2095,3.239,30.708
Delhi,South Asia,ssp245,2095,3.826,32.228
Tokyo,East Asia,ssp245,2095,2.155,19.715
Sydney,Oceania,ssp245,2095,3.857,21.08
Longyearbyen,Arctic,ssp245,2095,6.411,-3.994
Manaus,South America,ssp245,2095,3.278,30.704
San Diego,North America,ssp245,2096,1.695,19.623
New York,North America,ssp245,2096,3.166,15.204
London,Europe,ssp245,2096,0.354,12.841
Lagos,Africa,ssp245,2096,2.943,30.413
Delhi,South Asia,ssp245,2096,3.73,32.133
Tokyo,East Asia,ssp245,2096,2.375,19.935
Sydney,Oceania,ssp245,2096,3.207,20.431
Longyearbyen,Arctic,ssp245,2096,3.985,-6.42
Manaus,South America,ssp245,2096,2.992,30.418
San Diego,North America,ssp245,2097,2.8,20.729
New York,North America,ssp245,2097,3.516,15.554
London,Europe,ssp245,2097,-0.018,12.469
Lagos,Africa,ssp245,2097,2.686,30.155
Delhi,South Asia,ssp245,2097,4.294,32.696
Tokyo,East Asia,ssp245,2097,2.553,20.113
Sydney,Oceania,ssp245,2097,3.24,20.463
Longyearbyen,Arctic,ssp245,2097,4.541,-5.864
Manaus,South America,ssp245,2097,3.298,30.724
San Diego,North America,ssp245,2098,1.673,19.602
New York,North America,ssp245,2098,3.389,15.427
London,Europe,ssp245,2098,1.38,13.867
Lagos,Africa,ssp245,2098,3.077,30.547
Delhi,South Asia,ssp245,2098,2.935,31.338
Tokyo,East Asia,ssp245,2098,1.825,19.385
Sydney,Oceania,ssp245,2098,3.349,20.572
Longyearbyen,Arctic,ssp245,2098,5.574,-4.831
Manaus,South America,ssp245,2098,3.326,30.752
San Diego,North America,ssp245,2099,2.661,20.59
New York,North America,ssp245,2099,2.611,14.648
London,Europe,ssp245,2099,0.776,13.263
Lagos,Africa,ssp245,2099,2.683,30.152
Delhi,South Asia,ssp245,2099,3.136,31.539
Tokyo,East Asia,ssp245,2099,2.721,20.281
Sydney,Oceania,ssp245,2099,2.856,20.08
Longyearbyen,Arctic,ssp245,2099,2.658,-7.747
Manaus,South America,ssp245,2099,2.699,30.125
San Diego,North America,ssp245,2100,1.864,19.793
New York,North America,ssp245,2100,4.246,16.284
London,Europe,ssp245,2100,1.224,13.711
Lagos,Africa,ssp245,2100,3.47,30.94
Delhi,South Asia,ssp245,2100,3.972,32.375
Tokyo,East Asia,ssp245,2100,2.846,20.406
Sydney,Oceania,ssp245,2100,3.917,21.141
Longyearbyen,Arctic,ssp245,2100,2.939,-7.466
Manaus,South America,ssp245,2100,3.823,31.249
San Diego,North America,ssp370,2015,-0.192,17.737
New York,North America,ssp370,2015,-0.526,11.512
London,Europe,ssp370,2015,-0.047,12.44
Lagos,Africa,ssp370,2015,0.593,28.062
Delhi,South Asia,ssp370,2015,0.249,28.651
Tokyo,East Asia,ssp370,2015,0.777,18.337
Sydney,Oceania,ssp370,2015,0.294,17.518
Longyearbyen,Arctic,ssp370,2015,0.885,-9.52
Manaus,South America,ssp370,2015,0.438,27.864
San Diego,North America,ssp370,2016,0.409,18.338
New York,North America,ssp370,2016,-0.233,11.804
London,Europe,ssp370,2016,-0.492,11.995
Lagos,Africa,ssp370,2016,0.563,28.032
Delhi,South Asia,ssp370,2016,-0.256,28.146
Tokyo,East Asia,ssp370,2016,0.836,18.396
Sydney,Oceania,ssp370,2016,0.027,17.251
Longyearbyen,Arctic,ssp370,2016,1.512,-8.893
Manaus,South America,ssp370,2016,0.596,28.021
San Diego,North America,ssp370,2017,0.712,18.64
New York,North America,ssp370,2017,0.343,12.381
London,Europe,ssp370,2017,-0.249,12.238
Lagos,Africa,ssp370,2017,0.749,28.218
Delhi,South Asia,ssp370,2017,0.481,28.883
Tokyo,East Asia,ssp370,2017,0.781,18.341
Sydney,Oceania,ssp370,2017,1.242,18.466
Longyearbyen,Arctic,ssp370,2017,0.685,-9.72
Manaus,South America,ssp370,2017,0.805,28.231
San Diego,North America,ssp370,2018,0.484,18.412
New York,North America,ssp370,2018,1.299,13.337
London,Europe,ssp370,2018,-1.217,11.269
Lagos,Africa,ssp370,2018,1.136,28.605
Delhi,South Asia,ssp370,2018,0.7,29.102
Tokyo,East Asia,ssp370,2018,0.429,17.989
Sydney,Oceania,ssp370,2018,1.26,18.483
Longyearbyen,Arctic,ssp370,2018,-1.524,-11.929
Manaus,South America,ssp370,2018,1.33,28.756
San Diego,North America,ssp370,2019,-0.023,17.905
New York,North America,ssp370,2019,0.404,12.441
London,Europe,ssp370,2019,-1.063,11.424
Lagos,Africa,ssp370,2019,0.587,28.056
Delhi,South Asia,ssp370,2019,-0.562,27.841
Tokyo,East Asia,ssp370,2019,1.491,19.051
Sydney,Oceania,ssp370,2019,0.577,17.801
Longyearbyen,Arctic,ssp370,2019,-1.974,-12.379
Manaus,South America,ssp370,2019,0.138,27.564
San Diego,North America,ssp370,2020,0.006,17.935
New York,North America,ssp370,2020,1.366,13.404
London,Europe,ssp370,2020,0.678,13.164
Lagos,Africa,ssp370,2020,0.436,27.906
Delhi,South Asia,ssp370,2020,0.1,28.503
Tokyo,East Asia,ssp370,2020,0.389,17.949
Sydney,Oceania,ssp370,2020,0.074,17.298
Longyearbyen,Arctic,ssp370,2020,-0.605,-11.01
Manaus,South America,ssp370,2020,0.153,27.579
San Diego,North America,ssp370,2021,0.503,18.431
New York,North America,ssp370,2021,0.772,12.809
London,Europe,ssp370,2021,0.621,13.108
Lagos,Africa,ssp370,2021,0.36,27.829
Delhi,South Asia,ssp370,2021,0.816,29.219
Tokyo,East Asia,ssp370,2021,1.091,18.651
Sydney,Oceania,ssp370,2021,0.139,17.362
Longyearbyen,Arctic,ssp370,2021,-1.507,-11.913
Manaus,South America,ssp370,2021,0.325,27.751
San Diego,North America,ssp370,2022,0.611,18.54
New York,North America,ssp370,2022,1.515,13.552
London,Europe,ssp370,2022,0.7,13.186
Lagos,Africa,ssp370,2022,0.436,27.905
Delhi,South Asia,ssp370,2022,0.11,28.512
Tokyo,East Asia,ssp370,2022,1.146,18.707
Sydney,Oceania,ssp370,2022,0.297,17.521
Longyearbyen,Arctic,ssp370,2022,0.109,-10.297
Manaus,South America,ssp370,2022,0.538,27.964
San Diego,North America,ssp370,2023,0.126,18.054
New York,North America,ssp370,2023,0.926,12.964
London,Europe,ssp370,2023,1.315,13.802
Lagos,Africa,ssp370,2023,0.808,28.277
Delhi,South Asia,ssp370,2023,0.363,28.766
Tokyo,East Asia,ssp370,2023,1.442,19.002
Sydney,Oceania,ssp370,2023,0.466,17.69
Longyearbyen,Arctic,ssp370,2023,1.724,-8.681
Manaus,South America,ssp370,2023,0.708,28.134
San Diego,North America,ssp370,2024,0.102,18.03
New York,North America,ssp370,2024,1.683,13.721
London,Europe,ssp370,2024,0.445,12.932
Lagos,Africa,ssp370,2024,1.297,28.766
Delhi,South Asia,ssp370,2024,0.306,28.708
Tokyo,East Asia,ssp370,2024,1.204,18.765
Sydney,Oceania,ssp370,2024,1.083,18.307
Longyearbyen,Arctic,ssp370,2024,1.579,-8.826
Manaus,South America,ssp370,2024,1.13,28.556
San Diego,North America,ssp370,2025,0.564,18.492
New York,North America,ssp370,2025,0.544,12.581
London,Europe,ssp370,2025,-0.786,11.7
Lagos,Africa,ssp370,2025,0.912,28.381
Delhi,South Asia,ssp370,2025,-0.999,27.403
Tokyo,East Asia,ssp370,2025,1.0,18.56
Sydney,Oceania,ssp370,2025,0.746,17.969
Longyearbyen,Arctic,ssp370,2025,-0.025,-10.43
Manaus,South America,ssp370,2025,0.351,27.777
San Diego,North America,ssp370,2026,-0.101,17.827
New York,North America,ssp370,2026,1.729,13.766
London,Europe,ssp370,2026,0.57,13.056
Lagos,Africa,ssp370,2026,0.526,27.995
Delhi,South Asia,ssp370,2026,-0.193,28.209
Tokyo,East Asia,ssp370,2026,1.146,18.706
Sydney,Oceania,ssp370,2026,0.515,17.739
Longyearbyen,Arctic,ssp370,2026,-1.372,-11.777
Manaus,South America,ssp370,2026,0.132,27.558
San Diego,North America,ssp370,2027,0.424,18.352
New York,North America,ssp370,2027,1.357,13.395
London,Europe,ssp370,2027,0.222,12.709
Lagos,Africa,ssp370,2027,1.06,28.529
Delhi,South Asia,ssp370,2027,1.378,29.78
Tokyo,East Asia,ssp370,2027,1.874,19.435
Sydney,Oceania,ssp370,2027,0.595,17.819
Longyearbyen,Arctic,ssp370,2027,0.048,-10.357
Manaus,South America,ssp370,2027,1.272,28.698
San Diego,North America,ssp370,2028,0.232,18.161
New York,North America,ssp370,2028,1.841,13.878
London,Europe,ssp370,2028,0.619,13.106
Lagos,Africa,ssp370,2028,0.751,28.22
